Datetime,Open,High,Low,Close
2022-10-19 00:00:00,1.00650,1.00660,1.00630,1.00630
2022-10-19 00:01:00,1.00630,1.00650,1.00610,1.00610
2022-10-19 00:02:00,1.00600,1.00600,1.00560,1.00560
2022-10-19 00:03:00,1.00565,1.00585,1.00550,1.00555
2022-10-19 00:04:00,1.00540,1.00580,1.00540,1.00575
2022-10-19 00:05:00,1.00570,1.00590,1.00555,1.00590
2022-10-19 00:06:00,1.00590,1.00600,1.00560,1.00560
2022-10-19 00:07:00,1.00570,1.00580,1.00550,1.00580
2022-10-19 00:08:00,1.00580,1.00630,1.00580,1.00630
2022-10-19 00:09:00,1.00620,1.00660,1.00620,1.00640
2022-10-19 00:10:00,1.00640,1.00655,1.00640,1.00650
2022-10-19 00:11:00,1.00650,1.00680,1.00650,1.00680
2022-10-19 00:12:00,1.00680,1.00710,1.00660,1.00710
2022-10-19 00:13:00,1.00695,1.00695,1.00680,1.00680
2022-10-19 00:14:00,1.00670,1.00670,1.00610,1.00630
2022-10-19 00:15:00,1.00625,1.00625,1.00575,1.00580
2022-10-19 00:16:00,1.00580,1.00585,1.00550,1.00560
2022-10-19 00:17:00,1.00585,1.00610,1.00585,1.00600
2022-10-19 00:18:00,1.00580,1.00595,1.00550,1.00560
2022-10-19 00:19:00,1.00560,1.00570,1.00520,1.00520
2022-10-19 00:20:00,1.00530,1.00560,1.00530,1.00550
2022-10-19 00:21:00,1.00555,1.00590,1.00540,1.00590
2022-10-19 00:22:00,1.00600,1.00625,1.00580,1.00620
2022-10-19 00:23:00,1.00625,1.00625,1.00605,1.00610
2022-10-19 00:24:00,1.00610,1.00640,1.00600,1.00640
2022-10-19 00:25:00,1.00640,1.00660,1.00640,1.00655
2022-10-19 00:26:00,1.00650,1.00650,1.00620,1.00620
2022-10-19 00:27:00,1.00615,1.00640,1.00595,1.00620
2022-10-19 00:28:00,1.00610,1.00620,1.00570,1.00600
2022-10-19 00:29:00,1.00605,1.00630,1.00605,1.00620
2022-10-19 00:30:00,1.00620,1.00640,1.00590,1.00640
2022-10-19 00:31:00,1.00645,1.00645,1.00630,1.00630
2022-10-19 00:32:00,1.00630,1.00665,1.00630,1.00665
2022-10-19 00:33:00,1.00680,1.00680,1.00670,1.00675
2022-10-19 00:34:00,1.00670,1.00680,1.00650,1.00650
2022-10-19 00:35:00,1.00645,1.00680,1.00640,1.00675
2022-10-19 00:36:00,1.00680,1.00695,1.00670,1.00670
2022-10-19 00:37:00,1.00675,1.00680,1.00640,1.00640
2022-10-19 00:38:00,1.00665,1.00695,1.00660,1.00685
2022-10-19 00:39:00,1.00695,1.00695,1.00680,1.00695
2022-10-19 00:40:00,1.00695,1.00695,1.00660,1.00660
2022-10-19 00:41:00,1.00670,1.00670,1.00660,1.00660
2022-10-19 00:42:00,1.00645,1.00660,1.00635,1.00660
2022-10-19 00:43:00,1.00655,1.00660,1.00620,1.00660
2022-10-19 00:44:00,1.00660,1.00660,1.00625,1.00630
2022-10-19 00:45:00,1.00625,1.00625,1.00580,1.00580
2022-10-19 00:46:00,1.00585,1.00585,1.00580,1.00580
2022-10-19 00:47:00,1.00595,1.00600,1.00550,1.00560
2022-10-19 00:48:00,1.00570,1.00570,1.00550,1.00555
2022-10-19 00:49:00,1.00560,1.00560,1.00560,1.00560
2022-10-19 00:50:00,1.00560,1.00570,1.00545,1.00550
2022-10-19 00:51:00,1.00550,1.00560,1.00530,1.00540
2022-10-19 00:52:00,1.00555,1.00555,1.00490,1.00490
2022-10-19 00:53:00,1.00480,1.00520,1.00465,1.00490
2022-10-19 00:54:00,1.00500,1.00500,1.00455,1.00470
2022-10-19 00:55:00,1.00470,1.00480,1.00460,1.00480
2022-10-19 00:56:00,1.00475,1.00510,1.00475,1.00510
2022-10-19 00:57:00,1.00510,1.00520,1.00505,1.00505
2022-10-19 00:58:00,1.00520,1.00520,1.00490,1.00490
2022-10-19 00:59:00,1.00480,1.00505,1.00480,1.00500
2022-10-19 01:00:00,1.00510,1.00550,1.00495,1.00550
2022-10-19 01:01:00,1.00545,1.00545,1.00520,1.00540
2022-10-19 01:02:00,1.00545,1.00545,1.00530,1.00540
2022-10-19 01:03:00,1.00550,1.00560,1.00540,1.00540
2022-10-19 01:04:00,1.00545,1.00560,1.00535,1.00540
2022-10-19 01:05:00,1.00530,1.00550,1.00530,1.00545
2022-10-19 01:06:00,1.00560,1.00565,1.00555,1.00565
2022-10-19 01:07:00,1.00570,1.00570,1.00550,1.00560
2022-10-19 01:08:00,1.00565,1.00600,1.00565,1.00580
2022-10-19 01:09:00,1.00590,1.00590,1.00575,1.00575
2022-10-19 01:10:00,1.00580,1.00590,1.00570,1.00570
2022-10-19 01:11:00,1.00580,1.00580,1.00555,1.00570
2022-10-19 01:12:00,1.00580,1.00580,1.00570,1.00570
2022-10-19 01:13:00,1.00570,1.00580,1.00570,1.00580
2022-10-19 01:14:00,1.00580,1.00580,1.00540,1.00540
2022-10-19 01:15:00,1.00540,1.00540,1.00480,1.00500
2022-10-19 01:16:00,1.00500,1.00515,1.00480,1.00480
2022-10-19 01:17:00,1.00485,1.00500,1.00485,1.00490
2022-10-19 01:18:00,1.00490,1.00495,1.00465,1.00470
2022-10-19 01:19:00,1.00470,1.00485,1.00460,1.00460
2022-10-19 01:20:00,1.00460,1.00470,1.00460,1.00470
2022-10-19 01:21:00,1.00475,1.00515,1.00470,1.00505
2022-10-19 01:22:00,1.00505,1.00530,1.00480,1.00480
2022-10-19 01:23:00,1.00485,1.00490,1.00470,1.00490
2022-10-19 01:24:00,1.00480,1.00490,1.00450,1.00470
2022-10-19 01:25:00,1.00470,1.00470,1.00425,1.00425
2022-10-19 01:26:00,1.00440,1.00440,1.00410,1.00410
2022-10-19 01:27:00,1.00405,1.00420,1.00405,1.00420
2022-10-19 01:28:00,1.00410,1.00425,1.00400,1.00400
2022-10-19 01:29:00,1.00420,1.00430,1.00400,1.00400
2022-10-19 01:30:00,1.00420,1.00430,1.00385,1.00385
2022-10-19 01:31:00,1.00390,1.00390,1.00355,1.00360
2022-10-19 01:32:00,1.00345,1.00360,1.00330,1.00330
2022-10-19 01:33:00,1.00330,1.00355,1.00330,1.00345
2022-10-19 01:34:00,1.00340,1.00340,1.00305,1.00330
2022-10-19 01:35:00,1.00330,1.00340,1.00310,1.00310
2022-10-19 01:36:00,1.00310,1.00325,1.00290,1.00320
2022-10-19 01:37:00,1.00330,1.00330,1.00300,1.00315
2022-10-19 01:38:00,1.00320,1.00365,1.00320,1.00350
2022-10-19 01:39:00,1.00350,1.00395,1.00350,1.00370
2022-10-19 01:40:00,1.00375,1.00375,1.00350,1.00350
2022-10-19 01:41:00,1.00410,1.00440,1.00410,1.00440
2022-10-19 01:42:00,1.00440,1.00440,1.00395,1.00395
2022-10-19 01:43:00,1.00405,1.00450,1.00405,1.00450
2022-10-19 01:44:00,1.00445,1.00465,1.00445,1.00455
2022-10-19 01:45:00,1.00460,1.00475,1.00440,1.00440
2022-10-19 01:46:00,1.00435,1.00460,1.00435,1.00460
2022-10-19 01:47:00,1.00450,1.00450,1.00420,1.00430
2022-10-19 01:48:00,1.00430,1.00465,1.00430,1.00450
2022-10-19 01:49:00,1.00440,1.00500,1.00440,1.00500
2022-10-19 01:50:00,1.00510,1.00545,1.00510,1.00525
2022-10-19 01:51:00,1.00530,1.00550,1.00530,1.00540
2022-10-19 01:52:00,1.00540,1.00540,1.00510,1.00510
2022-10-19 01:53:00,1.00520,1.00530,1.00510,1.00530
2022-10-19 01:54:00,1.00530,1.00540,1.00530,1.00540
2022-10-19 01:55:00,1.00530,1.00570,1.00530,1.00570
2022-10-19 01:56:00,1.00580,1.00590,1.00570,1.00570
2022-10-19 01:57:00,1.00570,1.00570,1.00545,1.00545
2022-10-19 01:58:00,1.00540,1.00540,1.00530,1.00530
2022-10-19 01:59:00,1.00520,1.00530,1.00500,1.00525
2022-10-19 02:00:00,1.00520,1.00535,1.00510,1.00510
2022-10-19 02:01:00,1.00515,1.00515,1.00490,1.00490
2022-10-19 02:02:00,1.00505,1.00505,1.00470,1.00480
2022-10-19 02:03:00,1.00495,1.00540,1.00490,1.00540
2022-10-19 02:04:00,1.00545,1.00545,1.00510,1.00530
2022-10-19 02:05:00,1.00520,1.00525,1.00510,1.00510
2022-10-19 02:06:00,1.00515,1.00535,1.00490,1.00495
2022-10-19 02:07:00,1.00505,1.00505,1.00460,1.00480
2022-10-19 02:08:00,1.00480,1.00495,1.00480,1.00490
2022-10-19 02:09:00,1.00480,1.00495,1.00480,1.00490
2022-10-19 02:10:00,1.00480,1.00500,1.00470,1.00500
2022-10-19 02:11:00,1.00490,1.00510,1.00470,1.00480
2022-10-19 02:12:00,1.00475,1.00475,1.00400,1.00400
2022-10-19 02:13:00,1.00395,1.00425,1.00395,1.00425
2022-10-19 02:14:00,1.00405,1.00405,1.00390,1.00390
2022-10-19 02:15:00,1.00380,1.00380,1.00360,1.00370
2022-10-19 02:16:00,1.00360,1.00380,1.00340,1.00350
2022-10-19 02:17:00,1.00360,1.00370,1.00340,1.00350
2022-10-19 02:18:00,1.00360,1.00360,1.00350,1.00350
2022-10-19 02:19:00,1.00350,1.00355,1.00335,1.00340
2022-10-19 02:20:00,1.00340,1.00355,1.00330,1.00350
2022-10-19 02:21:00,1.00350,1.00350,1.00300,1.00300
2022-10-19 02:22:00,1.00310,1.00315,1.00285,1.00290
2022-10-19 02:23:00,1.00290,1.00310,1.00280,1.00280
2022-10-19 02:24:00,1.00300,1.00300,1.00240,1.00255
2022-10-19 02:25:00,1.00255,1.00260,1.00240,1.00240
2022-10-19 02:26:00,1.00240,1.00280,1.00215,1.00270
2022-10-19 02:27:00,1.00265,1.00290,1.00260,1.00290
2022-10-19 02:28:00,1.00280,1.00290,1.00280,1.00290
2022-10-19 02:29:00,1.00285,1.00295,1.00250,1.00270
2022-10-19 02:30:00,1.00260,1.00290,1.00260,1.00270
2022-10-19 02:31:00,1.00280,1.00290,1.00250,1.00250
2022-10-19 02:32:00,1.00270,1.00270,1.00240,1.00260
2022-10-19 02:33:00,1.00260,1.00260,1.00250,1.00250
2022-10-19 02:34:00,1.00260,1.00260,1.00210,1.00210
2022-10-19 02:35:00,1.00220,1.00265,1.00210,1.00260
2022-10-19 02:36:00,1.00215,1.00235,1.00215,1.00230
2022-10-19 02:37:00,1.00230,1.00250,1.00230,1.00240
