Datetime,Open,High,Low,Close
2022-10-12 00:00:00,11.32510,11.32865,11.32510,11.32840
2022-10-12 00:01:00,11.32900,11.33150,11.32795,11.32990
2022-10-12 00:02:00,11.33035,11.33035,11.32890,11.32965
2022-10-12 00:03:00,11.32660,11.33020,11.32520,11.32770
2022-10-12 00:04:00,11.32865,11.32930,11.32630,11.32710
2022-10-12 00:05:00,11.32705,11.32705,11.32470,11.32535
2022-10-12 00:06:00,11.32480,11.32680,11.32215,11.32215
2022-10-12 00:07:00,11.32235,11.32450,11.32215,11.32450
2022-10-12 00:08:00,11.32340,11.32520,11.32270,11.32520
2022-10-12 00:09:00,11.32560,11.32890,11.32470,11.32890
2022-10-12 00:10:00,11.32760,11.32875,11.32560,11.32820
2022-10-12 00:11:00,11.32790,11.33200,11.32755,11.32970
2022-10-12 00:12:00,11.32825,11.32870,11.32700,11.32760
2022-10-12 00:13:00,11.32670,11.32670,11.32290,11.32290
2022-10-12 00:14:00,11.32370,11.32420,11.32180,11.32325
2022-10-12 00:15:00,11.32150,11.32635,11.32150,11.32490
2022-10-12 00:16:00,11.32550,11.33040,11.32550,11.32590
2022-10-12 00:17:00,11.32430,11.32650,11.32430,11.32530
2022-10-12 00:18:00,11.32580,11.32680,11.32540,11.32540
2022-10-12 00:19:00,11.32570,11.32705,11.32525,11.32605
2022-10-12 00:20:00,11.32510,11.32560,11.32150,11.32350
2022-10-12 00:21:00,11.32550,11.32710,11.32280,11.32290
2022-10-12 00:22:00,11.32375,11.32910,11.32375,11.32730
2022-10-12 00:23:00,11.32890,11.33130,11.32830,11.33130
2022-10-12 00:24:00,11.33125,11.33210,11.32875,11.32875
2022-10-12 00:25:00,11.32865,11.32950,11.32680,11.32835
2022-10-12 00:26:00,11.32790,11.32850,11.32735,11.32850
2022-10-12 00:27:00,11.32830,11.32840,11.32720,11.32775
2022-10-12 00:28:00,11.32715,11.33280,11.32715,11.33270
2022-10-12 00:29:00,11.33200,11.33230,11.33095,11.33160
2022-10-12 00:30:00,11.33130,11.33760,11.32930,11.33760
2022-10-12 00:31:00,11.33855,11.34650,11.33855,11.34560
2022-10-12 00:32:00,11.34450,11.34450,11.34060,11.34090
2022-10-12 00:33:00,11.34240,11.34440,11.34135,11.34135
2022-10-12 00:34:00,11.34140,11.34140,11.33805,11.34065
2022-10-12 00:35:00,11.34040,11.34540,11.34040,11.34540
2022-10-12 00:36:00,11.34535,11.34535,11.33980,11.33980
2022-10-12 00:37:00,11.34000,11.34360,11.34000,11.34225
2022-10-12 00:38:00,11.34320,11.34440,11.33980,11.34120
2022-10-12 00:39:00,11.34180,11.34660,11.33955,11.34565
2022-10-12 00:40:00,11.34490,11.34630,11.34255,11.34265
2022-10-12 00:41:00,11.34255,11.34440,11.34050,11.34050
2022-10-12 00:42:00,11.34110,11.34310,11.34100,11.34190
2022-10-12 00:43:00,11.34190,11.34190,11.33540,11.33770
2022-10-12 00:44:00,11.33750,11.34015,11.33750,11.34015
2022-10-12 00:45:00,11.33770,11.33805,11.33260,11.33375
2022-10-12 00:46:00,11.33350,11.33465,11.33280,11.33280
2022-10-12 00:47:00,11.33455,11.34010,11.33320,11.33975
2022-10-12 00:48:00,11.34255,11.34870,11.34160,11.34550
2022-10-12 00:49:00,11.34645,11.34645,11.34090,11.34170
2022-10-12 00:50:00,11.34110,11.34445,11.34070,11.34320
2022-10-12 00:51:00,11.34335,11.35030,11.34160,11.34950
2022-10-12 00:52:00,11.34880,11.34880,11.34580,11.34700
2022-10-12 00:53:00,11.34935,11.35240,11.34820,11.34970
2022-10-12 00:54:00,11.35060,11.35835,11.34940,11.35760
2022-10-12 00:55:00,11.35770,11.35770,11.35600,11.35765
2022-10-12 00:56:00,11.35815,11.36300,11.35580,11.36300
2022-10-12 00:57:00,11.36040,11.36510,11.36040,11.36230
2022-10-12 00:58:00,11.36215,11.36570,11.36105,11.36465
2022-10-12 00:59:00,11.36345,11.36345,11.36000,11.36020
2022-10-12 01:00:00,11.36260,11.36280,11.36260,11.36280
2022-10-12 01:01:00,11.36190,11.36720,11.36060,11.36060
2022-10-12 01:02:00,11.35995,11.36330,11.35995,11.36330
2022-10-12 01:03:00,11.36315,11.36555,11.36315,11.36530
2022-10-12 01:04:00,11.36515,11.36515,11.36105,11.36220
2022-10-12 01:05:00,11.36325,11.36455,11.36010,11.36425
2022-10-12 01:06:00,11.36450,11.36610,11.35970,11.36035
2022-10-12 01:07:00,11.36170,11.36880,11.36090,11.36880
2022-10-12 01:08:00,11.37010,11.37420,11.36415,11.37220
2022-10-12 01:09:00,11.37230,11.37240,11.36720,11.36720
2022-10-12 01:10:00,11.37010,11.37110,11.36675,11.36675
2022-10-12 01:11:00,11.36435,11.36435,11.36265,11.36380
