Datetime,Open,High,Low,Close
2022-10-14 00:00:00,1.39270,1.39360,1.39270,1.39350
2022-10-14 00:01:00,1.39365,1.39365,1.39290,1.39315
2022-10-14 00:02:00,1.39270,1.39310,1.39245,1.39250
2022-10-14 00:03:00,1.39270,1.39380,1.39270,1.39290
2022-10-14 00:04:00,1.39325,1.39360,1.39310,1.39360
2022-10-14 00:05:00,1.39375,1.39510,1.39375,1.39485
2022-10-14 00:06:00,1.39495,1.39550,1.39435,1.39435
2022-10-14 00:07:00,1.39405,1.39470,1.39405,1.39440
2022-10-14 00:08:00,1.39435,1.39435,1.39380,1.39390
2022-10-14 00:09:00,1.39385,1.39455,1.39385,1.39400
2022-10-14 00:10:00,1.39370,1.39450,1.39370,1.39450
2022-10-14 00:11:00,1.39435,1.39500,1.39415,1.39485
2022-10-14 00:12:00,1.39490,1.39530,1.39490,1.39510
2022-10-14 00:13:00,1.39520,1.39560,1.39505,1.39530
2022-10-14 00:14:00,1.39525,1.39545,1.39430,1.39430
2022-10-14 00:15:00,1.39445,1.39515,1.39445,1.39515
2022-10-14 00:16:00,1.39525,1.39580,1.39525,1.39570
2022-10-14 00:17:00,1.39580,1.39630,1.39570,1.39630
2022-10-14 00:18:00,1.39645,1.39645,1.39590,1.39590
2022-10-14 00:19:00,1.39615,1.39695,1.39605,1.39695
2022-10-14 00:20:00,1.39660,1.39660,1.39390,1.39440
2022-10-14 00:21:00,1.39510,1.39625,1.39510,1.39590
2022-10-14 00:22:00,1.39610,1.39610,1.39580,1.39595
2022-10-14 00:23:00,1.39595,1.39625,1.39490,1.39500
2022-10-14 00:24:00,1.39540,1.39585,1.39540,1.39585
2022-10-14 00:25:00,1.39580,1.39600,1.39550,1.39555
2022-10-14 00:26:00,1.39545,1.39580,1.39530,1.39565
2022-10-14 00:27:00,1.39535,1.39535,1.39450,1.39460
2022-10-14 00:28:00,1.39450,1.39520,1.39450,1.39510
2022-10-14 00:29:00,1.39505,1.39585,1.39505,1.39560
2022-10-14 00:30:00,1.39555,1.39555,1.39450,1.39450
2022-10-14 00:31:00,1.39450,1.39575,1.39450,1.39520
2022-10-14 00:32:00,1.39535,1.39600,1.39535,1.39590
2022-10-14 00:33:00,1.39590,1.39630,1.39530,1.39530
2022-10-14 00:34:00,1.39545,1.39545,1.39470,1.39485
